Filename,Residue_Code,File_Hash,Fragment_SMILES,Frag_Heavy_Atoms,Parent_Heavy_Atoms,Delta_atom_count,Parent_CID,Parent_ChEBI,Parent_Name,Match_Method
ff15ipq-19F.lib_YDF_sybyl.mol2,YDF,694e6c44a3d1dbe19ec6919292a39d73f68b14c4ed5c901877f81b73d41b22aa,[NH][C@@H](Cc1cc(F)c(O)c(F)c1)[C][O],14,15,1,120656,-,"3,5-Difluorotyrosine",Substructure
all_prot_nucleic10.lib_DCP_sybyl.mol2,DCP,eb9617a970b6d3cb831a717d3d28269365fae7adb9766441132f7a4be308d955,P([O])([O])OC[C@H]1O[C@@H]([N@@]2[CH][CH][C](N)N[C]2[O])C[C@@H]1[O],19,23,4,90669294,-,"[(2R,4R,5R,6R)-5-acetyloxy-10-amino-3,7-dioxa-9-aza-1-azoniatricyclo[6.4.0.02,6]dodeca-1(8),9,11-trien-4-yl]methyl hydrogen phosphate",Substructure
ff15ipq-m.lib_B3F_sybyl.mol2,B3F,fcec9e596c039c9da23b3b5100acfabab630700b7d9ab58e991fca83a0817134,[NH][C@H](C[C][O])Cc1ccccc1,12,19,7,253602,CHEBI:338412,anisomycin,Substructure
all_modrna08.lib_6MA_sybyl.mol2,6MA,6b02b3de7e6e9a5641fd8ea0bb2f33c3eee2839f77abdb411a8bef2323bfea9f,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=Nc2c(NC)ncnc12,23,32,9,9687,CHEBI:50095,bucladesine,Substructure
all_aminoctfb15.lib_CTHR_sybyl.mol2,CTHR,f4f7d47fc828de01d0f79d72206149f2b2960b7f0181fa5ca59349ec1be20f52,[NH][C@@H]([C@@H](C)O)[C]([O-])[O-],8,14,6,177744166,-,"(2S,3S,4R,5R)-5-amino-3,4-dihydroxy-6-methoxyoxane-2-carboxylic acid",Substructure
all_modrna08.lib_MRU_sybyl.mol2,MRU,83b9858ff683305e0a3ab6b7415dcd5d79777c3116f8ae07d49d30d48fc79c4e,P([O])([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])[N@]1[C]([O])N[C]([O])[CH][CH]1,21,20,-1,25023713,-,"[(2S,3S,5R)-5-[(2R,4R)-2,4-dihydroxy-1,3-diazinan-1-yl]-3-hydroxyoxolan-2-yl]methyl dihydrogen phosphate",Similarity
all_modrna08.lib_2MA_sybyl.mol2,2MA,a48285d56d67d815a590c8405a2235e63b4de2f9caa417deeac3f84cc5b944c9,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=Nc2c(N)nc(nc12)C,23,45,22,23648227,-,CHEMBL392203,Substructure
lipid21.lib_SPM_sybyl.mol2,SPM,1426bbf46b2960256be4aede4595261cf06a3ce6352915db35201f301d9ee46d,[C@@H](CO[P](OCC[N+](C)(C)C)([O])[O])(N[C][O])[CH]O,18,0,-18,-,-,"API Error: PubChem HTTP Error 500 PUGREST.ServerError: GetEntrezKey failed (GetEntrezKey fault: Server, message: NCBI C++ Exception:,     Error: SERIAL(CUnassignedMember::eGet) ""/panfs/pan1.be-md.ncbi.nlm.nih.gov/structure_build/build_2021-03-22/c++/src/serial/serialobject.cpp"", line 302: UNK_FUNC --- CPCT_Entrez::GetQuery_key(): Attempt to get unassigned member NCBI-PCTools::PCT-Entrez.query-key)",Failed
all_modrna08.lib_M2A_sybyl.mol2,M2A,13a5b917829de8a4b7a37e033387a7973f57e745474d06b61056b39f7cbd46b3,[P](=O)([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])[N]1=C2C(=C(N)N(C=N2)C)N=C1,0,48,48,11158694,-,"[(3aR,4R,6R,6aR)-4-[1-[(3aS,4R,6R,6aR)-2,2-dimethyl-6-(phosphonooxymethyl)-4,5,6,6a-tetrahydro-3aH-cyclopenta[d][1,3]dioxol-4-yl]-6-aminopurin-1-ium-9-yl]-2,2-dimethyl-3a,4,6,6a-tetrahydrofuro[3,4-d][1,3]dioxol-6-yl]methoxy-phenylsulfanylphosphinic acid",Substructure
all_modrna08.lib_QUG_sybyl.mol2,QUG,800cf82be9340df9fc3f84c14889ad516cf757df2bc1357ea79be6e2e130d0de,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=C(C2=C1N=C(NC2=O)N)CN[C@H]1[C@H](O)[C@H](O)CC1,32,32,0,172636010,-,"[(2R,3S,4R,5R)-5-[2-amino-5-[[[(1S,2R,3S)-2,3-dihydroxycyclopentyl]amino]methyl]-4-oxo-3H-pyrrolo[2,3-d]pyrimidin-7-yl]-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxy-oxophosphanium",Substructure
uni_amino03.lib_LYS_sybyl.mol2,LYS,d789e812bc09fa4c1a06bbf8674e5422e81f797ada558a443c64bf0b7b9f9747,[NH][C@@H]([C][C][C][C][NH3+])[C][O],9,10,1,168007633,CHEBI:194466,CHEBI:194466,Substructure
uni_aminoct03.lib_CPHE_sybyl.mol2,CPHE,1259fa1a0e458d4b99b42a2e22d732aafdf5b13238cd02410098af414fea0a31,[NH][C@@H]([C]c1ccccc1)[C]([O-])[O-],12,32,20,166632525,-,CHEMBL5084365,Substructure
all_prot_nucleic10.lib_DAE_sybyl.mol2,DAE,ec90f5fbabfe449ff94d3ef60df4808d693c16e8d171dea3988582fc0b78d5a6,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(N)NC=N3)N=C2)C[C@@H]1[O],0,22,22,6076,CHEBI:17489,Cyclic AMP,Substructure
amberdyes.lib_B1R_sybyl.mol2,B1R,6ea34b57237b0cd15bf7982b26f7a3de84265ae2cd2a6aefc2efaf8609351c42,c1(ccc(cc1)C[C@H]([C][O])[NH])[C](C)[N]OC[C]([O])NCCCCC[NH],25,0,-25,-,-,"API Error: PubChem HTTP Error 500 PUGREST.ServerError: GetEntrezKey failed (GetEntrezKey fault: Server, message: NCBI C++ Exception:,     Error: SERIAL(CUnassignedMember::eGet) ""/panfs/pan1.be-md.ncbi.nlm.nih.gov/structure_build/build_2021-03-22/c++/src/serial/serialobject.cpp"", line 302: UNK_FUNC --- CPCT_Entrez::GetQuery_key(): Attempt to get unassigned member NCBI-PCTools::PCT-Entrez.query-key)",Failed
uni_aminont03.lib_NASN_sybyl.mol2,NASN,8db845d9835b94d075872d42d365c963526a2f9d10f9e65f7f9c0a8557fbfbf1,[NH3+][C@@H]([C][C]([O])N)[C][O],8,33,25,45479400,-,3'-O-demethyl-4'-N-demethyl-staurosporine,Substructure
phosaa14SB.lib_H1E_sybyl.mol2,H1E,3a5cd148786470538741821d94512413a9e16821a259ee6ef52bb082a693fd0e,[NH][C@@H](C[C]1N[CH]N([CH]1)[P](O)([O])[O])[C][O],14,0,-14,-,-,"API Error: PubChem HTTP Error 500 PUGREST.ServerError: GetEntrezKey failed (GetEntrezKey fault: Server, message: NCBI C++ Exception:,     Error: SERIAL(CUnassignedMember::eGet) ""/panfs/pan1.be-md.ncbi.nlm.nih.gov/structure_build/build_2021-03-22/c++/src/serial/serialobject.cpp"", line 302: UNK_FUNC --- CPCT_Entrez::GetQuery_key(): Attempt to get unassigned member NCBI-PCTools::PCT-Entrez.query-key)",Failed
ff15ipq-m.lib_APC_sybyl.mol2,APC,237280f38e3956ab46036359764b17cf57e286751770a03ed34253a254b7f74a,[NH][C@H]1C[NH2+]C[C@@H]1[C][O],8,28,20,164731046,-,"(1R,11R)-N-(3-chloro-4-fluorophenyl)-6-methyl-3,3-dioxo-9-oxa-3lambda6-thia-2,6-diaza-13-azoniatricyclo[9.3.0.04,8]tetradeca-4,7-diene-7-carboxamide",Substructure
ff15ipq-19F.lib_W4F_sybyl.mol2,W4F,b9c3a915a793091cf4c0e4da8d30191b80710cec817a2e0445a4566cb0c5fa8d,[NH][C@@H](C[C]1[CH]Nc2cccc(F)c12)[C][O],15,16,1,688475,-,L-4-FLUOROTRYPTOPHAN,Substructure
GLYCAM_aminont_06j_12SB.lib_NOLP_sybyl.mol2,NOLP,c6f7b0b1020359c3b1f75316fcd9bb7250be114199fc52c302ece3b741df667e,[NH2+]1C[C@H]([O])C[C@H]1[C][O],8,9,1,6971053,CHEBI:58375,trans-oxyproline,Substructure
amberdyes.lib_C55_sybyl.mol2,C55,aeb827e8f0abbe052d2f5205c072cdae4152e90f57477ebc590d38668221c477,c12c(c3c(cc2)N([C](C3(C)C)[CH][CH][CH][CH][CH][C]2N(c3ccc4c(c3C2(C)C)cccc4)CCCCC[C][O])C)cccc1,43,23,-20,17899470,-,SCHEMBL7044297,Similarity
amberdyes.lib_E3N_sybyl.mol2,E3N,c81af7e2cbed81e2993d97bd3d3e177d384877f4e76434624516fc764146869d,[C@@H](CS[C@@H]1C[C]([O])N([C]1[O])CCN[C](CCC[N]C)[O])([NH3+])[C][O],23,0,-23,-,-,"API Error: PubChem HTTP Error 500 PUGREST.ServerError: GetEntrezKey failed (GetEntrezKey fault: Server, message: NCBI C++ Exception:,     Error: SERIAL(CUnassignedMember::eGet) ""/panfs/pan1.be-md.ncbi.nlm.nih.gov/structure_build/build_2021-03-22/c++/src/serial/serialobject.cpp"", line 302: UNK_FUNC --- CPCT_Entrez::GetQuery_key(): Attempt to get unassigned member NCBI-PCTools::PCT-Entrez.query-key)",Failed
all_modrna08.lib_WYG_sybyl.mol2,WYG,61c8c772077c6bcf494bbcaacb9ca7d21ba6d403f31dcd0d318a80b8ca323413,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@@]1[CH][N][C]2[C]([O])[N@@]3[C](N[C]([C]3)C)N([C]12)C,27,21,-6,137436533,-,SCHEMBL20673228,Similarity
all_prot_nucleic10.lib_D5C_sybyl.mol2,D5C,c70eda4327547842cf3eecb9cfc1a41a1158b0c0203be884b0bc5b82f77e513b,OC[C@H]1O[C@@H]([N]2=CC=C(N)NC2=O)C[C@@H]1[O],0,17,17,23277867,-,4pda,Substructure
all_prot_nucleic10.lib_DGE_sybyl.mol2,DGE,58122d67de7f2daa18ff039afd6bc573834be7bdfd79cb7646db29dcdb97a44b,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(O)NC(=N3)N)N=C2)C[C@@H]1[O],0,24,24,124999,-,mdGMP,Substructure
all_modrna08.lib_66A_sybyl.mol2,66A,dbfc3f7dfd5b8235dbffcff5c3aab70e935506ef208e52d58e461e6946b0ae08,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=Nc2c(N(C(=O)N[C@H](C(=O)O)[C@H](O)C)C)ncnc12,33,34,1,49866612,-,N-[N-(9-B-D-RIBOFURANOSYLPURIN-6-YL)METHYLCARBAMOYL]THREONINE-5'-MONOPHOSPHATE,Substructure
xFPchromophores.lib_CR2_sybyl.mol2,CR2,bf480187e7723ba586f6a9dc19b77c7f0c6267ef467c9ab949c87e6e99844f6a,[NH]C[C]1[N][C]([C]([O])N1C[C][O])[CH]c1ccc(cc1)[O-],19,16,-3,135214456,-,SCHEMBL20370017,Similarity
ff15ipq-m.lib_B3L_sybyl.mol2,B3L,d5a349924d64978cc114d02809ba3861dce874ba4089ba83bc76f9105d054293,[NH][C@H](C[C][O])CC(C)C,9,14,5,177745685,-,"1-(1,2,3,4-tetrahydroisoquinolin-1-yl)propan-2-ol",Substructure
all_modrna08.lib_3MU_sybyl.mol2,3MU,9c60b9848d429a0e605da2072e7822326ee14112287c30b185039d40711103aa,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@]1[C]([O])N([C]([O])[CH][CH]1)C,21,20,-1,68015317,-,SCHEMBL10041994,Similarity
all_modrna08.lib_ESU_sybyl.mol2,ESU,25574573e616b934935c85394601f95ae873d95b438a6072cfbcd435be1e85ca,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@@]1[C]([S])N[C]([O])[C]([CH]1)CNC,23,20,-3,68015317,-,SCHEMBL10041994,Similarity
all_prot_nucleic10.lib_GD_sybyl.mol2,GD,cee8815aab71c2957c947ae9e43f72949d44da346535739bf4661a5da8519a35,[P](=O)([O])OC[C@H]1O[C@@H](N2C=NC3=C2N=C(NC3=O)N)[C@@H]([C@@H]1[O])O,23,23,0,135398570,CHEBI:16356,7665-99-8,Substructure
atomic_ions.lib_SR_sybyl.mol2,SR,b876ea4cba707bd501fe1df07b57a7c792075589e283533e78e5090c5a487b31,S,1,1,0,402,CHEBI:16136,hydrogen sulfide,Similarity
all_prot_nucleic10.lib_A5P_sybyl.mol2,A5P,9b9d9288d7ab3d7f97669250d2c3ebf5360c5d84de7076a8ce9e1c627c51f4d1,OC[C@H]1O[C@@H]([N]2=C3C(=C(N)NC=N3)N=C2)[C@@H]([C@@H]1[O])O,0,19,19,60961,CHEBI:16335,adenosine,Substructure
all_modrna08.lib_K2C_sybyl.mol2,K2C,541bd45d978e6b458313042dbafebc63c7da158015cb10c00cdd9ec1bb6d2199,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N]1=ccc(nc1NCCCCC[C@@H](N)[C]([O-])[O-])N,0,21,21,513063,-,AraAIPy-3'-P,Similarity
ff15ipq-m.lib_BHE_sybyl.mol2,BHE,d03dd8749ad5a96c304e38de5b7f3b47e7288c78e01ef19b0bab719a01dc3a20,[NH][C@H](C[C][O])C[C]1N[CH][N][CH]1,11,13,2,90666286,-,CHEMBL3219295,Substructure
uni_aminont03.lib_NSER_sybyl.mol2,NSER,73e042a4a9cdc50ff586fc926f3f72542394de0b8ee13e3ca6489ee36e56fe5a,[NH3+][C@@H]([C]O)[C][O],6,7,1,6857549,CHEBI:35247,(2R)-2-ammonio-3-hydroxypropanoate,Substructure
all_modrna08.lib_WBG_sybyl.mol2,WBG,66c2d2932697a294d541d9e08aa25cce0f9c5f8aff88ce0ee5a1f55612c28f91,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=NC2=C1N(C1=NC(=C(N1C2=O)CC[C@@H](C(=O)OC)NC(=O)OC)C)C,39,40,1,49867889,CHEBI:74300,wybutosine 5'-monophosphate,Substructure
amberdyes.lib_C7N_sybyl.mol2,C7N,34c6812496f3d67a7b475c3b3e241960adb019aa07f6feb2b86814e3431514ad,c1cc2c(cc1)N(C)[C](C2(C)C)[CH][CH][C]1[CH][C]([CH][CH][C]2N(c3ccccc3C2(C)C)CCCCC[C][O])CCC1,40,32,-8,59061578,-,"2-(1,2,3,4,4a,9a-hexahydrocarbazol-9-yl)-4-[(1,3,3-trimethylindol-2-ylidene)methyl]cyclobutane-1,3-diol",Similarity
terminal_monophosphate.lib_DA5_sybyl.mol2,DA5,65e78dc45855f140a4cb56bbade8fffe20a7aaff5403dc6d13dd4614d626925b,[P]([O])([O])(O)OC[C@H]1O[C@H](C[C@@H]1[O])N1c2c(c(ncn2)N)N=C1,22,23,1,78224436,-,1fpi,Substructure
all_prot_nucleic10.lib_D3T_sybyl.mol2,D3T,1b6e5405c6351c4c76b4de99b969fc558eac0e5fe1d032b6d2ba5648a50b8a1b,[P](=O)([O])OC[C@H]1O[C@@H](N2C=C(C)C(=O)NC2=O)C[C@@H]1O,20,21,1,9700,CHEBI:17013,dTMP,Substructure
all_nucleic94.lib_DT5_sybyl.mol2,DT5,78ea15bf1e173c9cb45ebfed6f8dc8317b331bac33e8302954ea016d9c7297ef,OC[C@H]1O[C@@H](N2C=C(C)C(=O)NC2=O)C[C@@H]1[O],17,17,0,5789,CHEBI:17748,thymidine,Substructure
uni_aminont03.lib_NLEU_sybyl.mol2,NLEU,8d1fe93231c6e81858c100e0c66b296dcc2cf4c4e04828348f66c00511c73ab3,[NH3+][C@@H]([C][C]([C])[C])[C][O],8,9,1,7045798,CHEBI:57427,l-alpha-leucine,Substructure
atomic_ions.lib_PB_sybyl.mol2,PB,bc89a5923a3198a758b7822d41791991d8887456fc0e91b2d065d51d5c4c960c,P,1,22,21,177746375,-,GalNAz-1-P,Substructure
lipid21.lib_PH-_sybyl.mol2,PH-,5773e2980aee7a699b99a296756b3c4ac5d02111160a7b167457e09b59b2a3e2,[C](=O)OC[C@H](CO[P](O)([O])[O])O[C]=O,14,21,7,5288553,-,2-(BUTYRYLOXY)-1-{[(TETRAHYDROXYPHOSPHORANYL)OXY]METHYL}ETHYL BUTYRATE,Substructure
GLYCAM_aminoct_06j_12SB.lib_CNLN_sybyl.mol2,CNLN,d667687ef8f3d451a08920fe481d3c7ce45fe3583a42c719a1058007186e5ce4,[NH][C@@H](C[C]([O])[NH])[C]([O-])[O-],9,16,7,171990182,-,"N-[(3R,4R,5R,6R,8R)-4,6-dihydroxy-8-(hydroxymethyl)-1,7-dioxa-2-azaspiro[2.5]octan-5-yl]acetamide",Substructure
ff15ipq-19F.lib_FTF_sybyl.mol2,FTF,6ab3bc35db9a0c47156a1d5f0c750d6f83ed6dbe64f33e7ec3c5cf87e78fcc24,[NH][C@@H](Cc1ccc(C(F)(F)F)cc1)[C][O],15,31,16,16733398,-,5-{5-[(2S)-2-amino-3-[4-(trifluoromethyl)phenyl]propoxy]pyridin-3-yl}-3-methyl-1H-indazole,Substructure
all_modrna08.lib_HIA_sybyl.mol2,HIA,4156623d0225bb490d2bb66761a32065329bf6310103772979e268c286c2a928,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=Nc2c(NC/C=C(/C)\CO)ncnc12,28,29,1,11561034,CHEBI:71719,tZRMP,Substructure
all_prot_nucleic10.lib_D3GE_sybyl.mol2,D3GE,1b6675f6d117a73bcf67f77cbbcc89d893e9c415b6106c771127471ad4daa16a,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(O)NC(=N3)N)N=C2)C[C@@H]1O,0,24,24,124999,-,mdGMP,Substructure
amberdyes.lib_Tth_sybyl.mol2,Tth,867bf824106f6b54d05f3be7534115e4d546bddff0a90d55c02be56538e8cb83,c12c(cc(cc2)N(C)C)Sc2c(C1=C1C=CC=CC1=C=O)ccc(c2)N(C)C,28,19,-9,58531722,-,"3-N,6-N,6-N-trimethyl-9H-thioxanthene-3,6-diamine",Similarity
xFPchromophores.lib_IICD_sybyl.mol2,IICD,20acf94be900160f5ab1e2d078b6b36eed0dd65b2f35d854b0ed1e0e63ebd3cc,[NH][C@H]([C]1[N][C]([C]([O])N1C[C][O])[CH][C]1N[CH][N][CH]1)CO,19,21,2,49867874,-,CHROMOPHORE THR-HIS-GLY,Substructure
GLYCAM_aminoct_06j_12SB.lib_COLS_sybyl.mol2,COLS,a2eaa57c3a1c62f26e134f57846316474c8492b935e7b32b3b8e55ba79fc3c38,[NH][C@@H](C[O])[C]([O-])[O-],7,14,7,177744166,-,"(2S,3S,4R,5R)-5-amino-3,4-dihydroxy-6-methoxyoxane-2-carboxylic acid",Substructure
uni_aminont03.lib_NGLN_sybyl.mol2,NGLN,444de08353a3d1e3ae6f3504077cc43c67fdd7c3976442b16a00f10415004b72,[NH3+][C@@H]([C][C][C]([O])N)[C][O],9,12,3,44629632,-,3bft,Substructure
uni_amino03.lib_PRO_sybyl.mol2,PRO,216a4dbc0e0b15013aec187d832e673bfa0a352b4aedd6a53c1dc439d1ca680c,[N]1[C][C][C][C@H]1[C][O],7,13,6,177745929,-,N-methoxymethanamine;(2S)-pyrrolidine-2-carboxylic acid;hydrochloride,Substructure
all_modrna08.lib_1MP_sybyl.mol2,1MP,42c8757a4326bc6f3299c20ece4032116229daa8cb6b510efc20930e29865567,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[C]1[C]([O])N[C]([O])N([CH]1)C,21,0,-21,-,-,"API Error: PubChem HTTP Error 500 PUGREST.ServerError: GetEntrezKey failed (GetEntrezKey fault: Server, message: NCBI C++ Exception:,     Error: SERIAL(CUnassignedMember::eGet) ""/panfs/pan1.be-md.ncbi.nlm.nih.gov/structure_build/build_2021-03-22/c++/src/serial/serialobject.cpp"", line 302: UNK_FUNC --- CPCT_Entrez::GetQuery_key(): Attempt to get unassigned member NCBI-PCTools::PCT-Entrez.query-key)",Failed
all_prot_nucleic10.lib_AE_sybyl.mol2,AE,ca9da2426d61e458643bde04b9045411eec38b42487930b8d97200e9c6c6151c,[P](=O)([O])OC[C@H]1O[C@@H]([N]2=C3C(=C(N)NC=N3)N=C2)[C@@H]([C@@H]1[O])O,0,22,22,6076,CHEBI:17489,Cyclic AMP,Substructure
all_prot_nucleic10.lib_C3P_sybyl.mol2,C3P,9eb7d900564cca7efce006064252b52fe0326da697141c92fc0c03d458d03ec3,P([O])([O])OC[C@H]1O[C@@H]([N@@]2[CH][CH][C](N)N[C]2[O])[C@@H]([C@@H]1O)O,20,80,60,58040509,-,SCHEMBL10013553,Substructure
all_modrna08.lib_27G_sybyl.mol2,27G,0f07988a125b72e359a32db61c02c071281b39b25bed140178e19f9ede9934f7,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N]1=CN(C2=C1N=C(NC2=O)NC)C,0,32,32,136229705,-,CHEMBL3350666,Substructure
all_modrna08.lib_5MC_sybyl.mol2,5MC,058f10b057971ce5627825b41de623de71e3655152c8c9cb46df93c97912e146,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C(=O)N=C(N)C(=C1)C,21,22,1,192785,CHEBI:74725,5-Methylcytidine 5'-monophosphate,Substructure
all_prot_nucleic10.lib_C3E_sybyl.mol2,C3E,dde10661e1fc620d883f0ca0daf6b79fd21443ce927722dc49dc476b9c9c7d4b,P([O])([O])OC[C@H]1O[C@@H]([N@@]2[CH][CH][C](N)N[C]2[O])[C@@H]([C@@H]1O)O,20,80,60,58040509,-,SCHEMBL10013553,Substructure
amberdyes.lib_E1N_sybyl.mol2,E1N,543f16cedb0050825a6ecbbd6c491d274a4b3586ec028f6790b675a5dac2eaa0,[C@@H](CS[C@@H]1C[C]([O])N([C]1[O])CCCCC[NH])([NH3+])[C][O],19,0,-19,-,-,"API Error: PubChem HTTP Error 500 PUGREST.ServerError: GetEntrezKey failed (GetEntrezKey fault: Server, message: NCBI C++ Exception:,     Error: SERIAL(CUnassignedMember::eGet) ""/panfs/pan1.be-md.ncbi.nlm.nih.gov/structure_build/build_2021-03-22/c++/src/serial/serialobject.cpp"", line 302: UNK_FUNC --- CPCT_Entrez::GetQuery_key(): Attempt to get unassigned member NCBI-PCTools::PCT-Entrez.query-key)",Failed
lipid21.lib_PA_sybyl.mol2,PA,01f56ecc1b8fab275a1eecc0a5118e4018bd2175fd617a5e96ca8a1e0977b58e,CCCCCCCCCCCCCC[CH2],15,8,-7,356,CHEBI:17590,octane,Similarity
uni_aminoct03.lib_CTHR_sybyl.mol2,CTHR,6d8b9844536c6f8c913da8570b594f5836875e29393bf1ebf39f78bd7a89df7c,[NH][C@@H]([C]([C])O)[C]([O-])[O-],8,14,6,177744166,-,"(2S,3S,4R,5R)-5-amino-3,4-dihydroxy-6-methoxyoxane-2-carboxylic acid",Substructure
amberdyes.lib_A35_sybyl.mol2,A35,3880a1bc057f0c132203ad9254f5423bdd3911f57b60b78d0547fd803873d515,c1c2c(cc(S([O])([O])[O])c1N)[C]([C]([C](O2)[O])C[C][O])C,20,0,-20,-,-,"API Error: PubChem HTTP Error 500 PUGREST.ServerError: GetEntrezKey failed (GetEntrezKey fault: Server, message: NCBI C++ Exception:,     Error: SERIAL(CUnassignedMember::eGet) ""/panfs/pan1.be-md.ncbi.nlm.nih.gov/structure_build/build_2021-03-22/c++/src/serial/serialobject.cpp"", line 302: UNK_FUNC --- CPCT_Entrez::GetQuery_key(): Attempt to get unassigned member NCBI-PCTools::PCT-Entrez.query-key)",Failed
uni_aminoct03.lib_CASN_sybyl.mol2,CASN,e6562b730d94b741a41aa62ded05014d0b88de36a849b0267f7111d1cbed5ad3,[NH][C@@H]([C][C]([O])N)[C]([O-])[O-],9,16,7,171990182,-,"N-[(3R,4R,5R,6R,8R)-4,6-dihydroxy-8-(hydroxymethyl)-1,7-dioxa-2-azaspiro[2.5]octan-5-yl]acetamide",Substructure
lipid21.lib_PGR_sybyl.mol2,PGR,6a80005d483df83a81cfcb1baaa7546a21b92dd7579e38e05a636f72c0321254,[C](=O)OC[C@H](CO[P](OC[C@H](O)CO)([O])[O])O[C]=O,19,23,4,175679218,-,"[(2R)-2-acetyloxy-3-butanoyloxypropoxy]-[(2S)-2,3-dihydroxypropoxy]-dihydroxyphosphanium",Substructure
uni_aminoct03.lib_CTRP_sybyl.mol2,CTRP,09ca5ac17e8a173a158f20d4c67c54ef9fdae7e421a7b94ae03c0784e9f6b406,[NH][C@@H]([C][C]1[CH]Nc2ccccc12)[C]([O-])[O-],15,15,0,59533750,-,SCHEMBL9976690,Substructure
amberdyes.lib_C3C_sybyl.mol2,C3C,9568c0f8fd7f66583afdeb24c9116e7c3d80ca859d5e7d34bfbde768cf77ac30,[NH][C@H]([C]([O-])[O-])CS[C@@H]1C[C]([O])N([C]1[O])CCN[C](CCC[N]C)[O],24,0,-24,-,-,"API Error: PubChem HTTP Error 500 PUGREST.ServerError: GetEntrezKey failed (GetEntrezKey fault: Server, message: NCBI C++ Exception:,     Error: SERIAL(CUnassignedMember::eGet) ""/panfs/pan1.be-md.ncbi.nlm.nih.gov/structure_build/build_2021-03-22/c++/src/serial/serialobject.cpp"", line 302: UNK_FUNC --- CPCT_Entrez::GetQuery_key(): Attempt to get unassigned member NCBI-PCTools::PCT-Entrez.query-key)",Failed
all_modrna08.lib_MAU_sybyl.mol2,MAU,69bd9eb9dc1c83777c5b41ab6b6f879942ad4a2c1c4d505e0f1be98fd6cb7b5f,P([O])([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])[N@@]1[C]([O])N[C]([O])[C]([CH]1)CNC[C]([O-])[O-],27,20,-7,68015317,-,SCHEMBL10041994,Similarity
all_modrna08.lib_M4C_sybyl.mol2,M4C,7b5b43f923a00516162bd63ed00948f760aeb5ac9d102c378aff4a66577e9844,[P](=O)([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])N1C(=O)N=C(NC)C=C1,22,30,8,125136,-,BRN 0731817,Substructure
all_modrna08.lib_MTA_sybyl.mol2,MTA,915d303abd53aaddbba8097af02048a21c08756862d7ec439e6c38e5150d7d68,[P](=O)([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])N1C=Nc2c(N(C)C)ncnc12,25,43,18,169057692,-,"[[(3aS,4R,6R)-4-[2-chloro-6-(5-fluorospiro[1,2-dihydroindene-3,3'-azetidine]-1'-yl)purin-9-yl]-2,2-dimethyl-3a,4,6,6a-tetrahydrofuro[3,4-d][1,3]dioxol-6-yl]methoxy-hydroxyphosphoryl]methylphosphonic acid",Substructure
DNA_CI.lib_DG_sybyl.mol2,DG,aa313ffe5a2310afb5c5307ec1dcecd160204cb5991dc5495cf8564436921daf,[P](=O)([O])OC[C@H]1O[C@@H](N2C=NC3=C2N=C(NC3=O)N)C[C@@H]1[O],22,23,1,135398570,CHEBI:16356,7665-99-8,Substructure
lipid21.lib_LAL_sybyl.mol2,LAL,cb4ce76260e0139769ba7f8c13773fae4a9c3021ff7ffe37618cf52d58170b5b,CCCCCCCCCC[CH2],11,8,-3,356,CHEBI:17590,octane,Similarity
uni_amino03.lib_PHE_sybyl.mol2,PHE,4314a6fbd0ab268988bf4456da8b0c794e6dd2884c268e7e55c2ca6f1c72bb3d,[NH][C@@H]([C]c1ccccc1)[C][O],11,17,6,177746782,-,fluorosulfonyloxy-l-phenylalanine,Substructure
uni_aminont03.lib_NALA_sybyl.mol2,NALA,8d8121995f5b7c831866a6f6fe503238f20c1f2c3683c2e59f203da86053f8a5,[NH3+][C@@H]([C])[C][O],5,7,2,6419722,CHEBI:35235,(2R)-2-ammonio-3-mercaptopropanoate,Substructure
