Residue_Code,Filename,MOL2_SHA256_Hash,Raw_SMILES,Raw_CID,Raw_ChEBI,Raw_Name,Canon_SMILES,Canon_CID,Canon_ChEBI,Canon_Name,Flat_SMILES,Flat_CID,Flat_ChEBI,Flat_Name
QGG,all_modrna08.lib_QGG_sybyl.mol2,3abb8d57ded1adc5929642682b665aaff56fb5dc4e86e779c424d84c8614dc73,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=C(C2=C1N=C(NC2=O)N)CN[C@H]1[C@H](O[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)[C@H](O)C=C1,,-,Compound_None,Nc1nc2c(c(CN[C@@H]3C=C[C@@H](O)[C@H]3O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)cn2[C@@H]2O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]2O)c(=O)[nH]1,,-,Compound_None,Nc1nc2c(c(CNC3C=CC(O)C3OC3OC(CO)C(O)C(O)C3O)cn2C2OC(CO[P]([O])=O)C([O])C2O)c(=O)[nH]1,,-,Compound_None
CASH,aminoct19ipq_0.9_vac.lib_CASH_sybyl.mol2,b126d9bfe7748c32dda104ea6886383ece3f915f826aed496118b7758525256d,[NH][C@@H](CC(=O)O)[C]([O-])[O-],,-,Compound_None,[NH][C@@H](CC(=O)O)[C]([O-])[O-],,-,Compound_None,[NH]C(CC(=O)O)[C]([O-])[O-],,-,Compound_None
A59,amberdyes.lib_A59_sybyl.mol2,ac2e94cf6dbc109f5c9a05fc0e66f5322232146e0e480e5940f046c6b5f5ef47,N1(c2c(C(=CC1(C)C)CS([O])([O])[O])cc1c(c2)Oc2c(/C/1=C\1/C=CC(=C=O)C=C1C(=O)O)cc1c(c2)N(C(C=C1CS([O])([O])[O])(C)C)C)C,,-,Compound_None,CN1c2cc3c(cc2C(CS([O])([O])[O])=CC1(C)C)C(=c1ccc(=C=O)cc1C(=O)O)c1cc2c(cc1O3)N(C)C(C)(C)C=C2CS([O])([O])[O],,-,Compound_None,CN1c2cc3c(cc2C(CS([O])([O])[O])=CC1(C)C)C(=c1ccc(=C=O)cc1C(=O)O)c1cc2c(cc1O3)N(C)C(C)(C)C=C2CS([O])([O])[O],,-,Compound_None
CYS,uni_amino03.lib_CYS_sybyl.mol2,dc5b0b3d1053aaf7e81a9587fd5c1b474357b34a90304849592ca99865a0ffd5,[NH][C@@H]([C]S)[C][O],11018820,-,125509-78-6,[NH][C@H]([C][O])[C]S,11018820,-,125509-78-6,[NH]C([C][O])[C]S,10197647,-,"1-Propanol, 2-amino-3-mercapto-"
2MG,all_modrna08.lib_2MG_sybyl.mol2,820d58921fba674eba5fa885a42dbe6ce361157fdb60223402b4f25e24913b8c,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=NC2=C1N=C(NC2=O)NC,,-,Compound_None,CNc1nc2c(ncn2[C@@H]2O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]2O)c(=O)[nH]1,,-,Compound_None,CNc1nc2c(ncn2C2OC(CO[P]([O])=O)C([O])C2O)c(=O)[nH]1,,-,Compound_None
2SC,all_modrna08.lib_2SC_sybyl.mol2,f2d277d0f261f99afd69255dcbbe748547c7504aa36c853f90e71e1731297dfd,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C(=S)N=C(N)C=C1,,-,Compound_None,Nc1ccn([C@@H]2O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]2O)c(=S)n1,,-,Compound_None,Nc1ccn(C2OC(CO[P]([O])=O)C([O])C2O)c(=S)n1,,-,Compound_None
EQG,all_modrna08.lib_EQG_sybyl.mol2,6dd1366de051a61d95b528e82622c4b0dff21af3a0614e82e23e9c5834a453b2,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=C(C2=C1N=C(NC2=O)N)CN[C@H]1[C@H](O)[C@H](O)[C@@H]2[C@@H]1O2,,-,Compound_None,Nc1nc2c(c(CN[C@H]3[C@H](O)[C@H](O)[C@H]4O[C@H]34)cn2[C@@H]2O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]2O)c(=O)[nH]1,,-,Compound_None,Nc1nc2c(c(CNC3C(O)C(O)C4OC34)cn2C2OC(CO[P]([O])=O)C([O])C2O)c(=O)[nH]1,,-,Compound_None
MEU,all_modrna08.lib_MEU_sybyl.mol2,c2b4ea72aa5bf97728c90367026a85a8860ec058114b86a77e69041aac7eaf2f,P([O])([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])[N@]1[C]([O])N[C]([O])[C]([CH]1)C[C](OC)[O],,-,Compound_None,CO[C]([O])C[C]1[CH]N([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2OC)[C]([O])N[C]1[O],,-,Compound_None,CO[C]([O])C[C]1[CH]N(C2OC(COP([O])[O])C([O])C2OC)[C]([O])N[C]1[O],,-,Compound_None
L1N,amberdyes.lib_L1N_sybyl.mol2,55db4d8cb6797b0c77a39b788a12fa7117768e032bd845e7f2166e9a9f0054e2,[C@@H](CCCC[NH])([NH3+])[C][O],,-,Compound_None,[NH]CCCC[C@H]([NH3+])[C][O],,-,Compound_None,[NH]CCCCC([NH3+])[C][O],,-,Compound_None
SR,atomic_ions.lib_SR_sybyl.mol2,b876ea4cba707bd501fe1df07b57a7c792075589e283533e78e5090c5a487b31,S,402,CHEBI:16136,hydrogen sulfide,S,402,CHEBI:16136,hydrogen sulfide,S,402,CHEBI:16136,hydrogen sulfide
AR,lipid21.lib_AR_sybyl.mol2,a7f1c6e89423b0fc56b5d07511578a10eefd258913ec2c017eb9178f50785186,C(/C=C\C/C=C\C/C=C\C/C=C\CC[CH2])CCCC,57574480,-,SCHEMBL1416654,[CH2]CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,57574480,-,SCHEMBL1416654,[CH2]CCC=CCC=CCC=CCC=CCCCCC,53999869,-,SCHEMBL694627
A53,amberdyes.lib_A53_sybyl.mol2,10ba34b7632d45fdb985eea465eca976d2f6b674c3de34636812c2cbfdc17c0d,c1(c2c(cc3C([C@H](Nc13)C)(C)C)C(=C1C=CC(=C=O)C=C1)c1c(O2)c(c2c(c1)C([C@H](N2)C)(C)C)S([O])([O])[O])S([O])([O])[O],,-,Compound_None,C[C@H]1Nc2c(cc3c(c2S([O])([O])[O])Oc2c(cc4c(c2S([O])([O])[O])N[C@H](C)C4(C)C)C3=c2ccc(=C=O)cc2)C1(C)C,,-,Compound_None,CC1Nc2c(cc3c(c2S([O])([O])[O])Oc2c(cc4c(c2S([O])([O])[O])NC(C)C4(C)C)C3=c2ccc(=C=O)cc2)C1(C)C,,-,Compound_None
T42,amberdyes.lib_T42_sybyl.mol2,ec94c88075c398abd8823d7a3ff52fe9aab3c1854f1fbd438952ccfbe403d2f3,[C@H]1(c2c(N(C(C)(C)C1)CCC[C][O])cc1c(c2)[CH][C]([C](O1)[O])[C](OCC)[O])C,,-,Compound_None,CCO[C]([O])[C]1[CH]c2cc3c(cc2O[C]1[O])N(CCC[C][O])C(C)(C)C[C@@H]3C,,-,Compound_None,CCO[C]([O])[C]1[CH]c2cc3c(cc2O[C]1[O])N(CCC[C][O])C(C)(C)CC3C,,-,Compound_None
CHID,uni_aminoct03.lib_CHID_sybyl.mol2,5e63de552421f5d4f6b2bffdc48de6984d3a43d5935dfdc2fa014e93894e88a0,[NH][C@@H]([C][C]1N[CH][N][CH]1)[C]([O-])[O-],,-,Compound_None,[NH][C@@H]([C][C]1[CH][N][CH]N1)[C]([O-])[O-],,-,Compound_None,[NH]C([C][C]1[CH][N][CH]N1)[C]([O-])[O-],,-,Compound_None
HWG,all_modrna08.lib_HWG_sybyl.mol2,3d472a9eafc14c527f35e38a8f1c57c84528941a9c67f3b56a3727615c296c48,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=NC2=C1N(C1=NC(=C(N1C2=O)C[C@@H]([C@@H](C(=O)OC)NC(=O)OC)O)C)C,,-,Compound_None,COC(=O)N[C@H](C(=O)OC)[C@@H](O)Cc1c(C)nc2n(C)c3c(ncn3[C@@H]3O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]3O)c(=O)n12,,-,Compound_None,COC(=O)NC(C(=O)OC)C(O)Cc1c(C)nc2n(C)c3c(ncn3C3OC(CO[P]([O])=O)C([O])C3O)c(=O)n12,,-,Compound_None
LAL,lipid21.lib_LAL_sybyl.mol2,cb4ce76260e0139769ba7f8c13773fae4a9c3021ff7ffe37618cf52d58170b5b,CCCCCCCCCC[CH2],14257,CHEBI:46342,Undecane,[CH2]CCCCCCCCCC,14257,CHEBI:46342,Undecane,[CH2]CCCCCCCCCC,14257,CHEBI:46342,Undecane
AS2,phmd.lib_AS2_sybyl.mol2,2234021cf9fa39d8cbdea002d7640348666945d30693e8e9e8dd734967f4f483,[NH][C@@H](C[C](O)O)[C][O],,-,Compound_None,[NH][C@H]([C][O])C[C](O)O,,-,Compound_None,[NH]C([C][O])C[C](O)O,87966505,-,SCHEMBL6262952
OLP,GLYCAM_amino_06j_12SB.lib_OLP_sybyl.mol2,940e26e45d73a901ba6be49ea5c79b4d8a485928608159743a1b16845e56ff52,[N]1C[C@H]([O])C[C@H]1[C][O],15817396,-,"(3R,5S)-5-(HYDROXYMETHYL)PYRROLIDIN-3-OL",[O][C][C@@H]1C[C@@H]([O])C[N]1,15817396,-,"(3R,5S)-5-(HYDROXYMETHYL)PYRROLIDIN-3-OL",[O][C]C1CC([O])C[N]1,16767281,-,5-(hydroxymethyl)pyrrolidin-3-ol
E3N,amberdyes.lib_E3N_sybyl.mol2,c81af7e2cbed81e2993d97bd3d3e177d384877f4e76434624516fc764146869d,[C@@H](CS[C@@H]1C[C]([O])N([C]1[O])CCN[C](CCC[N]C)[O])([NH3+])[C][O],,-,Compound_None,C[N]CCC[C]([O])NCCN1[C]([O])C[C@@H](SC[C@H]([NH3+])[C][O])[C]1[O],,-,Compound_None,C[N]CCC[C]([O])NCCN1[C]([O])CC(SCC([NH3+])[C][O])[C]1[O],,-,Compound_None
CRO,xFPchromophores.lib_CRO_sybyl.mol2,83684139e8a2a75d73b208005516bcc59f054577ab888189e541bb0470263d1b,c1cc(ccc1[CH][C]1[C]([O])N([C]([N]1)[C@@H]([NH])[C@@H](C)O)C[C][O])[O-],,-,Compound_None,C[C@@H](O)[C@H]([NH])[C]1[N][C]([CH]c2ccc([O-])cc2)[C]([O])N1C[C][O],,-,Compound_None,CC(O)C([NH])[C]1[N][C]([CH]c2ccc([O-])cc2)[C]([O])N1C[C][O],,-,Compound_None
T52,amberdyes.lib_T52_sybyl.mol2,00d233b744a02104c250a6d3c8a9bd4ddcb97d38bf9fa4dd0fb42fb80b703462,c1c2c(cc(NCC)c1C)Oc1c([C]2CC[C][O])cc(c(c1)NCC)C,,-,Compound_None,CCNc1cc2c(cc1C)[C](CC[C][O])c1cc(C)c(NCC)cc1O2,,-,Compound_None,CCNc1cc2c(cc1C)[C](CC[C][O])c1cc(C)c(NCC)cc1O2,,-,Compound_None
OLS,GLYCAM_amino_06j_12SB.lib_OLS_sybyl.mol2,85455ad081b268dff1d9f3d61fddacbc3457f1fb2c37c293550efb5399298da8,[NH][C@@H](C[O])[C][O],68294,-,"2-Amino-1,3-propanediol",[NH][C@H]([C][O])C[O],68294,-,"2-Amino-1,3-propanediol",[NH]C([C][O])C[O],68294,-,"2-Amino-1,3-propanediol"
CGLU,uni_aminoct03.lib_CGLU_sybyl.mol2,a0ecfb322881f1772dc98fae0bc13a11b174cbf4f461c11972e3b54663e5a247,[NH][C@@H](C#C[C]([O-])[O-])[C]([O-])[O-],,-,Compound_None,[NH][C@@H](C#C[C]([O-])[O-])[C]([O-])[O-],,-,Compound_None,[NH]C(C#C[C]([O-])[O-])[C]([O-])[O-],,-,Compound_None
6IA,all_modrna08.lib_6IA_sybyl.mol2,feedd119604c19101966e3d9d4f2d9039599970ccb11f127d6cf5de187b953ea,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=Nc2c(NCC=C(C)C)ncnc12,,-,Compound_None,CC(C)=CCNc1ncnc2c1ncn2[C@@H]1O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]1O,,-,Compound_None,CC(C)=CCNc1ncnc2c1ncn2C1OC(CO[P]([O])=O)C([O])C1O,,-,Compound_None
H2E,phosaa19SB.lib_H2E_sybyl.mol2,f72439e064a25f9c780c27b5e8e4d698148b746d40ed6126b94d788005c6a5bb,[NH][C@@H](C[C]1N[CH]N([CH]1)[P]([O])([O])[O])[C][O],,-,Compound_None,[NH][C@H]([C][O])C[C]1[CH]N([P]([O])([O])[O])[CH]N1,,-,Compound_None,[NH]C([C][O])C[C]1[CH]N([P]([O])([O])[O])[CH]N1,,-,Compound_None
A5E,all_prot_nucleic10.lib_A5E_sybyl.mol2,8016e181af45640e13737f1a8ff9aac1c182f98fa3c95461fd5f72a8c8bfcdf4,OC[C@H]1O[C@@H]([N]2=C3C(=C(N)NC=N3)N=C2)[C@@H]([C@@H]1[O])O,21603567,-,"(2R,3R,4S,5R)-2-(6-amino-7H-purin-9-ium-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",OC[C@H]1O[C@@H]([N]2=C3C(=C(N)NC=N3)N=C2)[C@@H]([C@@H]1[O])O,21603567,-,"(2R,3R,4S,5R)-2-(6-amino-7H-purin-9-ium-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",OC[C@H]1O[C@@H]([N]2=C3C(=C(N)NC=N3)N=C2)[C@@H]([C@@H]1[O])O,21603567,-,"(2R,3R,4S,5R)-2-(6-amino-7H-purin-9-ium-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol"
STA,all_modrna08.lib_STA_sybyl.mol2,e5781f354057d1a85b087ddfad5faae71b6c43aca0c06cd6bbc4628352bf1500,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])N1C=Nc2c(NC(=O)N[C@H](C(=O)O)[C@H](O)C)nc(nc12)SC,,-,Compound_None,CSc1nc(NC(=O)N[C@H](C(=O)O)[C@@H](C)O)c2ncn([C@@H]3O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]3O)c2n1,,-,Compound_None,CSc1nc(NC(=O)NC(C(=O)O)C(C)O)c2ncn(C3OC(CO[P]([O])=O)C([O])C3O)c2n1,,-,Compound_None
CLEU,uni_aminoct03.lib_CLEU_sybyl.mol2,ca308ee510671639fc2f7d48f53a05840a9f0412cb29446caa0dad64e3d64538,[NH][C@@H]([C][C]([C])[C])[C]([O-])[O-],,-,Compound_None,[C][C]([C])[C][C@H]([NH])[C]([O-])[O-],,-,Compound_None,[C][C]([C])[C]C([NH])[C]([O-])[O-],,-,Compound_None
5CU,all_modrna08.lib_5CU_sybyl.mol2,a6ccc65a78185a39792009f376b31307be0349f7bdf17955c7ed6004f55d6661,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@]1[C]([O])N[C]([O])[C]([CH]1)C[C]([O-])[O-],,-,Compound_None,[O][C]1N[C]([O])N([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2O)[CH][C]1C[C]([O-])[O-],,-,Compound_None,[O][C]1N[C]([O])N(C2OC(COP([O])[O])C([O])C2O)[CH][C]1C[C]([O-])[O-],,-,Compound_None
OAU,all_modrna08.lib_OAU_sybyl.mol2,f12644250e9b7b3dc2837993c45c683c9209cc6f9c98123e6e41243b8f1c2683,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@@]1[C]([O])N[C]([O])[C]([CH]1)OC[C]([O-])[O-],,-,Compound_None,[O][C]1N[C]([O])N([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2O)[CH][C]1OC[C]([O-])[O-],,-,Compound_None,[O][C]1N[C]([O])N(C2OC(COP([O])[O])C([O])C2O)[CH][C]1OC[C]([O-])[O-],,-,Compound_None
PRO,uni_amino03.lib_PRO_sybyl.mol2,216a4dbc0e0b15013aec187d832e673bfa0a352b4aedd6a53c1dc439d1ca680c,[N]1[C][C][C][C@H]1[C][O],640091,-,L-Prolinol,[O][C][C@@H]1[C][C][C][N]1,640091,-,L-Prolinol,[O][C]C1[C][C][C][N]1,90908,CHEBI:59652,pyrrolidin-2-ylmethanol
2RG,all_modrna08.lib_2RG_sybyl.mol2,e9a03b7c3032d053abff84a2dd8bad80121c2a75fa26c1fed9d9b5258ce4d798,[P](=O)([O])OC[C@H]1O[C@H]([C@H](O[C@@H]2O[C@@H]([C@H]([C@H]2O)O)CO[P](O)([O])[O])[C@@H]1[O])N1C=NC2=C1N=C(NC2=O)N,,-,Compound_None,Nc1nc2c(ncn2[C@@H]2O[C@H](CO[P]([O])=O)[C@@H]([O])[C@H]2O[C@@H]2O[C@H](CO[P]([O])([O])O)[C@@H](O)[C@H]2O)c(=O)[nH]1,,-,Compound_None,Nc1nc2c(ncn2C2OC(CO[P]([O])=O)C([O])C2OC2OC(CO[P]([O])([O])O)C(O)C2O)c(=O)[nH]1,,-,Compound_None
NOLS,GLYCAM_aminont_06j_12SB.lib_NOLS_sybyl.mol2,6ba3e57fc7bbfcfe3085fcb1f7e71608a8087dd332ca8ec6772c5790059c2e75,[NH3+][C@@H](C[O])[C][O],6993193,CHEBI:194490,"1,3-dihydroxypropan-2-ylammonium",[NH3+][C@H]([C][O])C[O],6993193,CHEBI:194490,"1,3-dihydroxypropan-2-ylammonium",[NH3+]C([C][O])C[O],6993193,CHEBI:194490,"1,3-dihydroxypropan-2-ylammonium"
CVAL,uni_aminoct03.lib_CVAL_sybyl.mol2,a6fd8c8aed1ae434928d2833515dd48e4164337e0abae94d4fa3440530e3de1d,[NH][C@@H]([C]([C])[C])[C]([O-])[O-],,-,Compound_None,[C][C]([C])[C@H]([NH])[C]([O-])[O-],,-,Compound_None,[C][C]([C])C([NH])[C]([O-])[O-],,-,Compound_None
MRP,all_modrna08.lib_MRP_sybyl.mol2,a7a8e95ae77ceb1601baa5738f98ea55f337339a6e281a50cc6953a2b010101a,P([O])([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])[C]1[C]([O])N[C]([O])N[CH]1,,-,Compound_None,CO[C@@H]1[C@H]([O])[C@@H](COP([O])[O])O[C@H]1[C]1[CH]N[C]([O])N[C]1[O],,-,Compound_None,COC1C([C]2[CH]N[C]([O])N[C]2[O])OC(COP([O])[O])C1[O],,-,Compound_None
DC5,terminal_monophosphate.lib_DC5_sybyl.mol2,5dda8033db0d4e3456d14c94468120e3e73447829fa48a2c853a2f8e2f4eea63,[P]([O])([O])(O)OC[C@H]1O[C@H](C[C@@H]1[O])N1C(=O)N=C(C=C1)N,117958613,-,SCHEMBL16574755,Nc1ccn([C@H]2C[C@H]([O])[C@@H](CO[P]([O])([O])O)O2)c(=O)n1,117958613,-,SCHEMBL16574755,Nc1ccn(C2CC([O])C(CO[P]([O])([O])O)O2)c(=O)n1,,-,Compound_None
Y3F,ff15ipq-19F.lib_Y3F_sybyl.mol2,c6c2793766821dc5ba7334f92710a566dbb64ea7ee396c75a5c122564e9b9e24,[NH][C@@H](Cc1cc(F)c(O)cc1)[C][O],170245579,-,SCHEMBL26379760,[NH][C@H]([C][O])Cc1ccc(O)c(F)c1,170245579,-,SCHEMBL26379760,[NH]C([C][O])Cc1ccc(O)c(F)c1,131078313,-,4-(2-amino-3-hydroxypropyl)-2-fluorophenol
L1C,amberdyes.lib_L1C_sybyl.mol2,2adacf299e2855741e70b7ce0980b9ff9283cdad8a8ae105fad607d517250ebb,[C@@H](CCCC[NH])([NH])[C]([O-])[O-],,-,Compound_None,[NH]CCCC[C@H]([NH])[C]([O-])[O-],,-,Compound_None,[NH]CCCCC([NH])[C]([O-])[O-],,-,Compound_None
B1N,amberdyes.lib_B1N_sybyl.mol2,4854c1f5f6cf18449a53c00e608ec16d126ca820fd747286def962ae155a1617,c1(ccc(cc1)C[C@H]([C][O])[NH3+])[C](C)[N]OC[C]([O])NCCCCC[NH],,-,Compound_None,C[C]([N]OC[C]([O])NCCCCC[NH])c1ccc(C[C@@H]([NH3+])[C][O])cc1,,-,Compound_None,C[C]([N]OC[C]([O])NCCCCC[NH])c1ccc(CC([NH3+])[C][O])cc1,,-,Compound_None
HIE,uni_amino03.lib_HIE_sybyl.mol2,49b260c0ca1215230efa4f30fe89964fcfd124f52581a001adff5de38c606feb,[NH][C@@H]([C][C]1[N][CH]N[CH]1)[C][O],,-,Compound_None,[NH][C@H]([C][O])[C][C]1[CH]N[CH][N]1,,-,Compound_None,[NH]C([C][O])[C][C]1[CH]N[CH][N]1,134243510,-,SCHEMBL19852909
C5N,amberdyes.lib_C5N_sybyl.mol2,4f24899b7d447baac031dfe30b53a65a3ff308c481e01af8bb7e8c8ba6f836f0,c1cc2c(cc1)N(C)[C](C2(C)C)[CH][CH][CH][CH][CH][C]1N(c2ccccc2C1(C)C)CCCCC[C][O],,-,Compound_None,CN1[C]([CH][CH][CH][CH][CH][C]2N(CCCCC[C][O])c3ccccc3C2(C)C)C(C)(C)c2ccccc21,,-,Compound_None,CN1[C]([CH][CH][CH][CH][CH][C]2N(CCCCC[C][O])c3ccccc3C2(C)C)C(C)(C)c2ccccc21,,-,Compound_None
L2R,amberdyes.lib_L2R_sybyl.mol2,048ebee459471be50bf1a65325e3278c5ab04e9967ab04ce4e3837c681271c10,[C@@H](CCCCN[C](CCC[N]C)[O])([NH])[C][O],,-,Compound_None,C[N]CCC[C]([O])NCCCC[C@H]([NH])[C][O],,-,Compound_None,C[N]CCC[C]([O])NCCCCC([NH])[C][O],,-,Compound_None
C2R,amberdyes.lib_C2R_sybyl.mol2,4c50efc0896c69fc8a860bcdb733ccf398d9c8fabd53beffc899703d4c940674,[NH][C@@H](CS[C@@H]1C[C]([O])N([C]1[O])CC[NH])[C][O],,-,Compound_None,[NH]CCN1[C]([O])C[C@@H](SC[C@H]([NH])[C][O])[C]1[O],,-,Compound_None,[NH]CCN1[C]([O])CC(SCC([NH])[C][O])[C]1[O],,-,Compound_None
C3W,amberdyes.lib_C3W_sybyl.mol2,e870955d712bedb21c84e68a047ca12dac87e44b62093858b4b803d94506bde2,c1(cc2c(cc1)N([C](C2(C)C)[CH][CH][CH][C]1N(c2ccc(cc2C1(C)C)S([O])([O])[O])CCCCC[C][O])C)S([O])([O])[O],,-,Compound_None,CN1[C]([CH][CH][CH][C]2N(CCCCC[C][O])c3ccc(S([O])([O])[O])cc3C2(C)C)C(C)(C)c2cc(S([O])([O])[O])ccc21,,-,Compound_None,CN1[C]([CH][CH][CH][C]2N(CCCCC[C][O])c3ccc(S([O])([O])[O])cc3C2(C)C)C(C)(C)c2cc(S([O])([O])[O])ccc21,,-,Compound_None
C1C,amberdyes.lib_C1C_sybyl.mol2,b16dd87a7215767254a0a04e153f2ded503ffe4337f6924a3f470d7d6c167d37,[NH][C@H]([C]([O-])[O-])CS[C@H]1[C]([O])N([C]([O])C1)CCCCC[NH],,-,Compound_None,[NH]CCCCCN1[C]([O])C[C@@H](SC[C@H]([NH])[C]([O-])[O-])[C]1[O],,-,Compound_None,[NH]CCCCCN1[C]([O])CC(SCC([NH])[C]([O-])[O-])[C]1[O],,-,Compound_None
NARG,uni_aminont03.lib_NARG_sybyl.mol2,fb8ee6393d64e10148e06aaf4efb3ac99c7420dde9b8e3661df068df6f0f2c19,[NH3+][C@@H]([C][C][C]N[C](N)N)[C][O],,-,Compound_None,N[C](N)N[C][C][C][C@H]([NH3+])[C][O],,-,Compound_None,N[C](N)N[C][C][C]C([NH3+])[C][O],,-,Compound_None
B3K,ff15ipq-m.lib_B3K_sybyl.mol2,061993b58572260586c96000d99b16d7c34b06f202ed91edb0c09be3d7267ec3,[NH][C@H](C[C][O])CCCC[NH3+],,-,Compound_None,[NH][C@H](C[C][O])CCCC[NH3+],,-,Compound_None,[NH]C(C[C][O])CCCC[NH3+],,-,Compound_None
GMP,terminalphos.LJbb-RNA.lib_GMP_sybyl.mol2,cc1b1607d7343530d348d7a5093d6d37e85bb09a391696eea6e0b87b349b07e7,[P]([O])([O])(OC[C@H]1O[C@@H](N2C=NC3=C2N=C(NC3=O)N)[C@@H]([C@@H]1[O])O)O,,-,Compound_None,Nc1nc2c(ncn2[C@@H]2O[C@H](CO[P]([O])([O])O)[C@@H]([O])[C@H]2O)c(=O)[nH]1,,-,Compound_None,Nc1nc2c(ncn2C2OC(CO[P]([O])([O])O)C([O])C2O)c(=O)[nH]1,,-,Compound_None
CNALA,aminocn15ipq_10.0.lib_CNALA_sybyl.mol2,424290886856e8104cdd3280100bb2f3c8e732749ea0bc6870b9f3d2d74a9278,[NH][C@@H](C)C(=O)O,5950,CHEBI:16977,L-alanine,C[C@H]([NH])C(=O)O,5950,CHEBI:16977,L-alanine,CC([NH])C(=O)O,602,-,DL-ALANINE
MSU,all_modrna08.lib_MSU_sybyl.mol2,235912a2fbfc1f14342f3a3f73a5656f5bf4bede94dc49184b6941c5f34541b2,P([O])([O])OC[C@H]1O[C@H]([C@H](OC)[C@@H]1[O])[N@@]1[C]([S])N[C]([O])[CH][CH]1,,-,Compound_None,CO[C@@H]1[C@H]([O])[C@@H](COP([O])[O])O[C@H]1N1[CH][CH][C]([O])N[C]1[S],,-,Compound_None,COC1C([O])C(COP([O])[O])OC1N1[CH][CH][C]([O])N[C]1[S],,-,Compound_None
B3F,ff15ipq-m.lib_B3F_sybyl.mol2,fcec9e596c039c9da23b3b5100acfabab630700b7d9ab58e991fca83a0817134,[NH][C@H](C[C][O])Cc1ccccc1,10130130,-,(S)-3-Amino-4-phenylbutan-1-ol,[NH][C@H](C[C][O])Cc1ccccc1,10130130,-,(S)-3-Amino-4-phenylbutan-1-ol,[NH]C(C[C][O])Cc1ccccc1,12163894,-,3-Amino-4-phenylbutan-1-ol
CTRP,uni_aminoct03.lib_CTRP_sybyl.mol2,09ca5ac17e8a173a158f20d4c67c54ef9fdae7e421a7b94ae03c0784e9f6b406,[NH][C@@H]([C][C]1[CH]Nc2ccccc12)[C]([O-])[O-],,-,Compound_None,[NH][C@@H]([C][C]1[CH]Nc2ccccc21)[C]([O-])[O-],,-,Compound_None,[NH]C([C][C]1[CH]Nc2ccccc21)[C]([O-])[O-],,-,Compound_None
BCU,all_modrna08.lib_BCU_sybyl.mol2,d7cf243fe335c58359890cf38eac57fe28bd89b7ce9500eb82f7aa0d8ee5eec0,P([O])([O])OC[C@H]1O[C@H]([C@H](O)[C@@H]1[O])[N@@]1[C]([O])N[C]([O])[C]([CH]1)C[C](N)[O],,-,Compound_None,N[C]([O])C[C]1[CH]N([C@@H]2O[C@H](COP([O])[O])[C@@H]([O])[C@H]2O)[C]([O])N[C]1[O],,-,Compound_None,N[C]([O])C[C]1[CH]N(C2OC(COP([O])[O])C([O])C2O)[C]([O])N[C]1[O],,-,Compound_None
ALY,mod_amino19.lib_ALY_sybyl.mol2,aa1161fed2bc90ed2c37ad2a87f7c490053d14594cb0973c3a5d227d743020c9,[NH][C@@H](CCCCNC(=O)C)[C]=O,49795049,-,SCHEMBL6284076,CC(=O)NCCCC[C@H]([NH])[C]=O,49795049,-,SCHEMBL6284076,CC(=O)NCCCCC([NH])[C]=O,22945820,-,SCHEMBL1629013
GL2,phmd.lib_GL2_sybyl.mol2,c2f6ea14db4c2eb885134bfb2caa606d5f7b051a1f18749cdffcacdb8dad9bb4,[NH][C@@H](CC[C](O)O)[C][O],,-,Compound_None,[NH][C@H]([C][O])CC[C](O)O,,-,Compound_None,[NH]C([C][O])CC[C](O)O,89060581,-,SCHEMBL13330727
